epoch,acc,loss,val_acc,val_loss
0,0.5247005820274353,1.1405565738677979,0.32945284247398376,2.347527503967285
1,0.6135229468345642,0.915446937084198,0.32945284247398376,3.5688633918762207
2,0.673652708530426,0.8144229054450989,0.32945284247398376,3.621476173400879
3,0.69985032081604,0.773405134677887,0.42374855279922485,1.5609081983566284
4,0.7285429239273071,0.716524600982666,0.6263096332550049,0.9089996218681335
5,0.7597305178642273,0.6660568118095398,0.7462165355682373,0.6724220514297485
