epoch,acc,loss,val_acc,val_loss
0,0.5150589346885681,1.2013907432556152,0.3298429250717163,1.4602009057998657
1,0.6134875416755676,0.9278243184089661,0.33158811926841736,1.8626189231872559
2,0.6390222907066345,0.8569815754890442,0.3560209572315216,1.3905450105667114
3,0.6658664345741272,0.8310660719871521,0.6439790725708008,0.8587265610694885
4,0.7044958472251892,0.7580282688140869,0.7207679152488708,0.7202198505401611
5,0.7354866862297058,0.7063407897949219,0.8150086998939514,0.5473333597183228
6,0.7274116277694702,0.6960697770118713,0.783595085144043,0.5690777897834778
7,0.7507638335227966,0.6684687733650208,0.8394415378570557,0.46319183707237244
8,0.7686599493026733,0.6226590275764465,0.7923211455345154,0.5423656702041626
9,0.7904844880104065,0.6028902530670166,0.8272251486778259,0.48326000571250916
10,0.7944129109382629,0.5809733271598816,0.7574170827865601,0.7328207492828369
11,0.792230486869812,0.5855436325073242,0.7591623067855835,0.64117431640625
12,0.7874290943145752,0.5958492159843445,0.8115183115005493,0.5238366723060608
13,0.807944118976593,0.5527375340461731,0.7958115339279175,0.5569223165512085
14,0.8109995722770691,0.5455430746078491,0.860383927822113,0.42790642380714417
15,0.8219118118286133,0.5302590727806091,0.8760907649993896,0.39110273122787476
16,0.8227847814559937,0.5147149562835693,0.8586387634277344,0.3933448791503906
17,0.8273679614067078,0.5145293474197388,0.886561930179596,0.3454982042312622
18,0.8336970806121826,0.4912828207015991,0.897033154964447,0.34142759442329407
19,0.838280200958252,0.4941587448120117,0.8848167657852173,0.3388293385505676
