epoch,acc,loss,val_acc,val_loss
14,0.8594306111335754,0.3564503490924835,0.7998154759407043,0.4935998022556305
15,0.8515223264694214,0.36384207010269165,0.6522140502929688,1.0795937776565552
16,0.8643732666969299,0.3339267671108246,0.740774929523468,0.6064091920852661
17,0.8675366044044495,0.3418184816837311,0.8533210158348083,0.3678382337093353
18,0.8655595183372498,0.3305557072162628,0.8016605377197266,0.5019914507865906
19,0.8649663925170898,0.3400646448135376,0.8819188475608826,0.2967880666255951
20,0.8780150413513184,0.3186627924442291,0.8939114212989807,0.24904297292232513
21,0.8728746771812439,0.31434160470962524,0.8902214169502258,0.30200639367103577
22,0.881969153881073,0.29421040415763855,0.7297047972679138,0.6736209392547607
23,0.8790035843849182,0.304945170879364,0.9123616218566895,0.22887541353702545
24,0.8815737366676331,0.3122093081474304,0.892988920211792,0.2686581015586853
25,0.881771445274353,0.29027223587036133,0.6614391207695007,0.9363371133804321
26,0.8926452994346619,0.27212846279144287,0.8726937174797058,0.342193603515625
27,0.8857255578041077,0.28701895475387573,0.8957564830780029,0.2765730321407318
28,0.891854465007782,0.2804473042488098,0.8957564830780029,0.26304909586906433
29,0.8938315510749817,0.2707771062850952,0.8164206743240356,0.4357388913631439
30,0.8967971801757812,0.27096202969551086,0.857011079788208,0.37766027450561523
31,0.8934361338615417,0.2783603370189667,0.8542435169219971,0.37514233589172363
32,0.8924475908279419,0.26884889602661133,0.8939114212989807,0.25243043899536133
33,0.892052173614502,0.2698611319065094,0.9178966879844666,0.2131756842136383
34,0.9011467099189758,0.24848708510398865,0.8966789841651917,0.2672748565673828
35,0.9031237363815308,0.25310900807380676,0.8985239863395691,0.27072370052337646
36,0.8956109285354614,0.2524693012237549,0.910516619682312,0.2377098947763443
37,0.9041122794151306,0.243981271982193,0.9077490568161011,0.24420101940631866
38,0.9043099880218506,0.2530709207057953,0.9077490568161011,0.2368367314338684
39,0.9007512927055359,0.2540491819381714,0.8902214169502258,0.2922220230102539
40,0.9049031138420105,0.24315759539604187,0.9225092530250549,0.20207659900188446
41,0.9068801999092102,0.24751408398151398,0.9317343235015869,0.17704734206199646
42,0.9062870740890503,0.2475123107433319,0.7730627059936523,0.6448879837989807
43,0.9062870740890503,0.23344311118125916,0.9114391207695007,0.21955542266368866
44,0.9051008224487305,0.25175344944000244,0.9142066240310669,0.18660111725330353
45,0.9112297296524048,0.22931207716464996,0.8708487153053284,0.36231714487075806
46,0.9041122794151306,0.24442121386528015,0.8634686470031738,0.35718652606010437
47,0.9029260873794556,0.25057050585746765,0.9022140502929688,0.23871371150016785
48,0.9130091071128845,0.22876179218292236,0.8311808109283447,0.42964601516723633
49,0.9159746766090393,0.21375402808189392,0.86623615026474,0.3482264280319214
50,0.9062870740890503,0.23890531063079834,0.9068265557289124,0.22422060370445251
51,0.9134045243263245,0.21405598521232605,0.9049815535545349,0.2646399438381195
52,0.9110320210456848,0.23359648883342743,0.8099631071090698,0.49053943157196045
53,0.9114274382591248,0.23509235680103302,0.857011079788208,0.39266437292099
54,0.8950178027153015,0.27381089329719543,0.9178966879844666,0.20371055603027344
55,0.9047054052352905,0.2418917864561081,0.8939114212989807,0.3177735507488251
56,0.909845769405365,0.2355717122554779,0.8976014852523804,0.29476603865623474
57,0.9112297296524048,0.22024011611938477,0.9215866923332214,0.22343076765537262
58,0.9169632196426392,0.2137378305196762,0.9188191890716553,0.2060164362192154
59,0.9137999415397644,0.2170279622077942,0.9206641912460327,0.19161063432693481
60,0.9205219745635986,0.20852360129356384,0.9335793256759644,0.17967645823955536
61,0.918149471282959,0.20729051530361176,0.9040590524673462,0.2520609498023987
62,0.9132068157196045,0.2209869623184204,0.919741690158844,0.1908319592475891
63,0.9171609282493591,0.20786604285240173,0.8948339223861694,0.267750084400177
64,0.918149471282959,0.21816320717334747,0.8726937174797058,0.32692238688468933
65,0.9228944182395935,0.20734280347824097,0.9234317541122437,0.2153417468070984
66,0.9217081665992737,0.21176284551620483,0.9068265557289124,0.21898522973060608
67,0.9187425971031189,0.2063855230808258,0.9049815535545349,0.26494309306144714
68,0.9191380143165588,0.20461386442184448,0.9178966879844666,0.21547667682170868
69,0.9234875440597534,0.20538435876369476,0.9169741868972778,0.21233846247196198
70,0.9161723852157593,0.21252945065498352,0.9114391207695007,0.22781123220920563
71,0.9130091071128845,0.21600279211997986,0.821033239364624,0.4686799943447113
72,0.9136022329330444,0.21462565660476685,0.9252767562866211,0.19060859084129333
73,0.9155792593955994,0.2055746614933014,0.9059040546417236,0.2480652928352356
74,0.9153815507888794,0.21785855293273926,0.9086715579032898,0.2122262567281723
75,0.9175563454627991,0.20715367794036865,0.937269389629364,0.16831143200397491
76,0.9223012924194336,0.19632597267627716,0.9326568245887756,0.16940224170684814
77,0.9169632196426392,0.2163103073835373,0.928966760635376,0.19241181015968323
78,0.9205219745635986,0.1949596256017685,0.9243542551994324,0.19687500596046448
79,0.9228944182395935,0.2016289383172989,0.9215866923332214,0.21523955464363098
80,0.9201265573501587,0.20676657557487488,0.8920664191246033,0.2906874418258667
81,0.9228944182395935,0.19551987946033478,0.9169741868972778,0.21794059872627258
82,0.9226967096328735,0.20207564532756805,0.8911439180374146,0.28509190678596497
83,0.9228944182395935,0.20709501206874847,0.8653136491775513,0.3682931065559387
84,0.9248715043067932,0.18696045875549316,0.9151291251182556,0.2436840981245041
85,0.9193357229232788,0.19708409905433655,0.919741690158844,0.17855003476142883
86,0.9234875440597534,0.19291512668132782,0.9261992573738098,0.18852831423282623
87,0.9319889545440674,0.1884942501783371,0.9308118224143982,0.19364650547504425
88,0.9270462393760681,0.19424331188201904,0.9225092530250549,0.19304226338863373
89,0.9250692129135132,0.1911601573228836,0.9031365513801575,0.23521681129932404
90,0.9238829612731934,0.19927307963371277,0.9132841229438782,0.24292387068271637
91,0.9304072856903076,0.18798214197158813,0.9178966879844666,0.21342600882053375
92,0.9199288487434387,0.2023555338382721,0.9298893213272095,0.21291938424110413
93,0.927639365196228,0.19013813138008118,0.9335793256759644,0.16957944631576538
94,0.9272439479827881,0.18889322876930237,0.9335793256759644,0.1787809431552887
95,0.9306049942970276,0.18272624909877777,0.9234317541122437,0.2167535275220871
96,0.9306049942970276,0.18129035830497742,0.8874538540840149,0.28596022725105286
97,0.9221035838127136,0.19188955426216125,0.9160516858100891,0.21422669291496277
98,0.9230921268463135,0.20150600373744965,0.9326568245887756,0.18521831929683685
99,0.9240806698799133,0.19144080579280853,0.9123616218566895,0.2237495332956314
