epoch,acc,loss,val_acc,val_loss
0,0.4402925968170166,1.0526336431503296,0.34409594535827637,1.0912258625030518
1,0.6014235019683838,0.8658941984176636,0.43819189071655273,1.0722604990005493
2,0.6775405406951904,0.7351021766662598,0.4797047972679138,1.0234887599945068
3,0.7091735601425171,0.6716314554214478,0.6586715579032898,0.8029079437255859
4,0.7435745596885681,0.6009695529937744,0.7712177038192749,0.5969884395599365
5,0.7655199766159058,0.5486575961112976,0.6402214169502258,1.0858298540115356
6,0.792012631893158,0.5185075998306274,0.6678966879844666,0.7155659198760986
7,0.8072360754013062,0.4808962643146515,0.40129151940345764,2.4909729957580566
8,0.8044681549072266,0.4739089608192444,0.7352398633956909,0.589190661907196
9,0.8113878965377808,0.4679989814758301,0.7730627059936523,0.5271481275558472
10,0.8343218564987183,0.41124677658081055,0.7130996584892273,0.694827675819397
11,0.8382759690284729,0.4099573493003845,0.8505535125732422,0.3970736563205719
12,0.8422301411628723,0.4071803689002991,0.8431734442710876,0.40966323018074036
13,0.853894829750061,0.37891608476638794,0.8238007426261902,0.4527343213558197
14,0.8471727967262268,0.3853267729282379,0.7177121639251709,0.8512672185897827
15,0.8560695648193359,0.37126633524894714,0.7822878360748291,0.5179162621498108
16,0.86378014087677,0.34473133087158203,0.8191881775856018,0.4236311912536621
17,0.8533017039299011,0.37336015701293945,0.7380073666572571,0.6345847249031067
18,0.8625938892364502,0.35061120986938477,0.8653136491775513,0.3597767651081085
0,0.3833531141281128,1.082864761352539,0.4243542551994324,1.0850778818130493
1,0.5527876615524292,0.9180431962013245,0.3357933461666107,1.0728392601013184
2,0.6597469449043274,0.7679348587989807,0.6014760136604309,0.8854825496673584
3,0.7137208580970764,0.6586316823959351,0.6632841229438782,0.7224277257919312
4,0.7473309636116028,0.599092423915863,0.5747232437133789,0.9845373630523682
5,0.7696717977523804,0.5574368834495544,0.5387454032897949,1.4343504905700684
6,0.7848952412605286,0.5066180229187012,0.8071955442428589,0.45777803659439087
7,0.7989323735237122,0.49063804745674133,0.8025830388069153,0.48663848638534546
8,0.8189007639884949,0.4554917812347412,0.8422509431838989,0.386544793844223
9,0.8319494128227234,0.42274710536003113,0.8357933759689331,0.4169989228248596
10,0.8364966511726379,0.4124077558517456,0.8634686470031738,0.3263583183288574
11,0.8430209755897522,0.3863924741744995,0.8560885787010193,0.3771936595439911
12,0.8388690948486328,0.4002556800842285,0.8625461459159851,0.346919983625412
13,0.8531039953231812,0.3689664304256439,0.759225070476532,0.5781599283218384
